Brand,Model,Fuel,Transmission,Selling_Price
Nissan,Navara,Diesel,Manual,495000
Nissan,Navara,Diesel,Automatic,565000
Porsche,Cayenne,Gasoline,Automatic,1385000
Porsche,Cayenne,Gasoline,Automatic,1685000
Porsche,Cayenne,Gasoline,Automatic,1985000
Porsche,Cayenne,Gasoline,Automatic,2485000
Porsche,Macan,Gasoline,Automatic,885000
Porsche,Macan,Gasoline,Automatic,1050000
Porsche,Macan,Gasoline,Automatic,1250000
Porsche,Macan,Gasoline,Automatic,1485000
Toyota,Camry,Gasoline,Automatic,485000
Toyota,Camry,Gasoline,Automatic,525000
Toyota,Camry,Hybrid,Automatic,565000
Toyota,Fortuner,Diesel,Automatic,565000
Toyota,Fortuner,Diesel,Automatic,625000
Toyota,Fortuner,Diesel,Automatic,685000
Toyota,Prado,Diesel,Automatic,825000
Toyota,Prado,Diesel,Automatic,925000
Toyota,Prado,Diesel,Automatic,1025000
Volkswagen,Caddy,Diesel,Manual,285000
Volkswagen,Caddy,Diesel,Automatic,325000
Volkswagen,Caddy,Diesel,Automatic,365000
Volkswagen,T-Roc,Gasoline,Automatic,365000
Volkswagen,T-Roc,Gasoline,Automatic,415000
Volkswagen,T-Roc,Gasoline,Automatic,465000
