Brand,Model,Fuel,Transmission,Selling_Price
Mazda,CX-9,Gasoline,Automatic,585000
Mazda,CX-9,Gasoline,Automatic,645000
Suzuki,Swift,Gasoline,Manual,145000
Suzuki,Swift,Gasoline,Automatic,165000
Suzuki,Swift,Gasoline,Automatic,185000
Suzuki,Baleno,Gasoline,Manual,155000
Suzuki,Baleno,Gasoline,Automatic,175000
Suzuki,Baleno,Gasoline,Automatic,195000
Suzuki,Vitara,Gasoline,Manual,245000
Suzuki,Vitara,Gasoline,Automatic,275000
Suzuki,Vitara,Gasoline,Automatic,305000
Suzuki,S-Cross,Gasoline,Automatic,275000
Suzuki,S-Cross,Gasoline,Automatic,310000
Suzuki,S-Cross,Gasoline,Automatic,345000
Skoda,Fabia,Gasoline,Manual,165000
Skoda,Fabia,Gasoline,Automatic,190000
Skoda,Fabia,Gasoline,Automatic,215000
Skoda,Octavia,Gasoline,Automatic,255000
Skoda,Octavia,Diesel,Automatic,290000
Skoda,Octavia,Diesel,Automatic,325000
Skoda,Karoq,Gasoline,Automatic,345000
Skoda,Karoq,Diesel,Automatic,390000
Skoda,Karoq,Diesel,Automatic,435000
Skoda,Kodiaq,Diesel,Automatic,445000
Skoda,Kodiaq,Diesel,Automatic,500000
Skoda,Kodiaq,Diesel,Automatic,555000
Seat,Ibiza,Gasoline,Manual,165000
Seat,Ibiza,Gasoline,Automatic,190000
Seat,Ibiza,Gasoline,Automatic,215000
Seat,Leon,Gasoline,Automatic,245000
Seat,Leon,Gasoline,Automatic,280000
Seat,Leon,Gasoline,Automatic,315000
Seat,Arona,Gasoline,Manual,255000
Seat,Arona,Gasoline,Automatic,285000
Seat,Arona,Gasoline,Automatic,315000
Seat,Ateca,Gasoline,Automatic,355000
Seat,Ateca,Diesel,Automatic,400000
Seat,Ateca,Diesel,Automatic,445000
Fiat,500,Gasoline,Manual,155000
Fiat,500,Gasoline,Automatic,175000
Fiat,500,Gasoline,Automatic,195000
Fiat,Tipo,Gasoline,Manual,165000
Fiat,Tipo,Gasoline,Manual,195000
Fiat,Tipo,Diesel,Manual,225000
Fiat,500X,Gasoline,Manual,245000
Fiat,500X,Gasoline,Automatic,280000
Fiat,500X,Gasoline,Automatic,315000
Jeep,Renegade,Gasoline,Automatic,305000
Jeep,Renegade,Gasoline,Automatic,345000
Jeep,Renegade,Gasoline,Automatic,385000
Jeep,Compass,Gasoline,Automatic,375000
Jeep,Compass,Diesel,Automatic,430000
Jeep,Compass,Diesel,Automatic,485000
Jeep,Cherokee,Gasoline,Automatic,535000
Jeep,Cherokee,Diesel,Automatic,595000
Jeep,Cherokee,Diesel,Automatic,655000
Jeep,Grand Cherokee,Diesel,Automatic,685000
Jeep,Grand Cherokee,Diesel,Automatic,775000
Jeep,Grand Cherokee,Diesel,Automatic,865000
