Brand,Model,Fuel,Transmission,Selling_Price
Jeep,Compass,Gasoline,Automatic,375000
Jeep,Compass,Gasoline,Automatic,398000
Jeep,Compass,Diesel,Automatic,412000
Jeep,Compass,Diesel,Automatic,425000
Jeep,Compass,Diesel,Automatic,430000
Jeep,Compass,Diesel,Automatic,452000
Jeep,Compass,Diesel,Automatic,468000
Jeep,Compass,Diesel,Automatic,485000
Jeep,Grand Cherokee,Diesel,Automatic,685000
Jeep,Grand Cherokee,Diesel,Automatic,718000
Jeep,Grand Cherokee,Diesel,Automatic,745000
Jeep,Grand Cherokee,Diesel,Automatic,765000
Jeep,Grand Cherokee,Diesel,Automatic,775000
Jeep,Grand Cherokee,Diesel,Automatic,808000
Jeep,Grand Cherokee,Diesel,Automatic,838000
Jeep,Grand Cherokee,Diesel,Automatic,858000
Jeep,Grand Cherokee,Diesel,Automatic,865000
Jeep,Renegade,Gasoline,Automatic,305000
Jeep,Renegade,Gasoline,Automatic,318000
Jeep,Renegade,Gasoline,Automatic,328000
Jeep,Renegade,Gasoline,Automatic,338000
Jeep,Renegade,Gasoline,Automatic,345000
Jeep,Renegade,Gasoline,Automatic,362000
Jeep,Renegade,Gasoline,Automatic,375000
Jeep,Renegade,Gasoline,Automatic,385000
Mazda,CX-3,Gasoline,Automatic,265000
Mazda,CX-3,Gasoline,Automatic,278000
Mazda,CX-3,Gasoline,Automatic,288000
Mazda,CX-3,Gasoline,Automatic,295000
Mazda,CX-3,Gasoline,Automatic,308000
Mazda,CX-3,Gasoline,Automatic,318000
Mazda,CX-3,Gasoline,Automatic,325000
Mazda,CX-5,Gasoline,Automatic,385000
Mazda,CX-5,Gasoline,Automatic,405000
Mazda,CX-5,Gasoline,Automatic,422000
Mazda,CX-5,Gasoline,Automatic,435000
Mazda,CX-5,Gasoline,Automatic,455000
Mazda,CX-5,Gasoline,Automatic,472000
Mazda,CX-5,Gasoline,Automatic,485000
Mazda,CX-9,Gasoline,Automatic,525000
Mazda,CX-9,Gasoline,Automatic,548000
Mazda,CX-9,Gasoline,Automatic,568000
Mazda,CX-9,Gasoline,Automatic,585000
Mazda,CX-9,Gasoline,Automatic,612000
Mazda,CX-9,Gasoline,Automatic,628000
Mazda,CX-9,Gasoline,Automatic,645000
Mazda,Mazda2,Gasoline,Manual,165000
Mazda,Mazda2,Gasoline,Manual,172000
Mazda,Mazda2,Gasoline,Automatic,178000
Mazda,Mazda2,Gasoline,Automatic,185000
Mazda,Mazda2,Gasoline,Automatic,195000
Mazda,Mazda2,Gasoline,Automatic,202000
Mazda,Mazda2,Gasoline,Automatic,205000
Mazda,Mazda3,Gasoline,Manual,235000
Mazda,Mazda3,Gasoline,Manual,248000
Mazda,Mazda3,Gasoline,Automatic,258000
Mazda,Mazda3,Gasoline,Automatic,265000
Mazda,Mazda3,Gasoline,Automatic,278000
Mazda,Mazda3,Gasoline,Automatic,288000
Mazda,Mazda3,Gasoline,Automatic,295000
Nissan,Juke,Gasoline,Manual,285000
Nissan,Juke,Gasoline,Manual,298000
Nissan,Juke,Gasoline,Automatic,308000
Nissan,Juke,Gasoline,Automatic,320000
Nissan,Juke,Gasoline,Automatic,335000
Nissan,Juke,Gasoline,Automatic,348000
Nissan,Juke,Gasoline,Automatic,355000
Nissan,Micra,Gasoline,Manual,155000
Nissan,Micra,Gasoline,Manual,162000
Nissan,Micra,Gasoline,Automatic,168000
Nissan,Micra,Gasoline,Automatic,170000
Nissan,Micra,Gasoline,Automatic,178000
Nissan,Micra,Gasoline,Automatic,185000
Nissan,Patrol,Diesel,Automatic,865000
Nissan,Patrol,Diesel,Automatic,905000
Nissan,Patrol,Diesel,Automatic,938000
Nissan,Patrol,Diesel,Automatic,960000
Nissan,Patrol,Diesel,Automatic,995000
Nissan,Patrol,Diesel,Automatic,1025000
Nissan,Patrol,Diesel,Automatic,1050000
Nissan,Qashqai,Gasoline,Automatic,335000
Nissan,Qashqai,Gasoline,Automatic,352000
Nissan,Qashqai,Gasoline,Automatic,368000
Nissan,Qashqai,Gasoline,Automatic,380000
Nissan,Qashqai,Diesel,Automatic,398000
Nissan,Qashqai,Diesel,Automatic,412000
Nissan,Qashqai,Diesel,Automatic,425000
Nissan,X-Trail,Gasoline,Automatic,445000
Nissan,X-Trail,Gasoline,Automatic,472000
Nissan,X-Trail,Diesel,Automatic,492000
Nissan,X-Trail,Diesel,Automatic,510000
Nissan,X-Trail,Diesel,Automatic,538000
Nissan,X-Trail,Diesel,Automatic,558000
Nissan,X-Trail,Diesel,Automatic,575000
Seat,Arona,Gasoline,Manual,255000
Seat,Arona,Gasoline,Manual,268000
Seat,Arona,Gasoline,Automatic,278000
Seat,Arona,Gasoline,Automatic,285000
Seat,Arona,Gasoline,Automatic,298000
Seat,Arona,Gasoline,Automatic,310000
Seat,Arona,Gasoline,Automatic,315000
Seat,Ateca,Gasoline,Automatic,355000
Seat,Ateca,Gasoline,Automatic,372000
Seat,Ateca,Diesel,Automatic,388000
Seat,Ateca,Diesel,Automatic,400000
Seat,Ateca,Diesel,Automatic,422000
Seat,Ateca,Diesel,Automatic,438000
Seat,Ateca,Diesel,Automatic,445000
Seat,Ibiza,Gasoline,Manual,165000
Seat,Ibiza,Gasoline,Manual,172000
Seat,Ibiza,Gasoline,Automatic,178000
Seat,Ibiza,Gasoline,Automatic,185000
Seat,Ibiza,Gasoline,Automatic,190000
Seat,Ibiza,Gasoline,Automatic,202000
Seat,Ibiza,Gasoline,Automatic,210000
Seat,Ibiza,Gasoline,Automatic,215000
Seat,Leon,Gasoline,Automatic,245000
Seat,Leon,Gasoline,Automatic,258000
Seat,Leon,Gasoline,Automatic,268000
Seat,Leon,Gasoline,Automatic,280000
Seat,Leon,Gasoline,Automatic,295000
Seat,Leon,Gasoline,Automatic,308000
Seat,Leon,Gasoline,Automatic,315000
Skoda,Fabia,Gasoline,Manual,165000
Skoda,Fabia,Gasoline,Manual,172000
Skoda,Fabia,Gasoline,Automatic,178000
Skoda,Fabia,Gasoline,Automatic,185000
Skoda,Fabia,Gasoline,Automatic,190000
Skoda,Fabia,Gasoline,Automatic,202000
Skoda,Fabia,Gasoline,Automatic,210000
Skoda,Fabia,Gasoline,Automatic,215000
Skoda,Karoq,Gasoline,Automatic,345000
Skoda,Karoq,Gasoline,Automatic,362000
Skoda,Karoq,Diesel,Automatic,375000
Skoda,Karoq,Diesel,Automatic,390000
Skoda,Karoq,Diesel,Automatic,410000
Skoda,Karoq,Diesel,Automatic,428000
Skoda,Karoq,Diesel,Automatic,435000
Skoda,Kodiaq,Diesel,Automatic,445000
Skoda,Kodiaq,Diesel,Automatic,468000
Skoda,Kodiaq,Diesel,Automatic,485000
Skoda,Kodiaq,Diesel,Automatic,500000
Skoda,Kodiaq,Diesel,Automatic,525000
Skoda,Kodiaq,Diesel,Automatic,545000
Skoda,Kodiaq,Diesel,Automatic,555000
Skoda,Octavia,Gasoline,Automatic,255000
Skoda,Octavia,Gasoline,Automatic,268000
Skoda,Octavia,Diesel,Automatic,278000
Skoda,Octavia,Diesel,Automatic,290000
Skoda,Octavia,Diesel,Automatic,305000
Skoda,Octavia,Diesel,Automatic,318000
Skoda,Octavia,Diesel,Automatic,325000
Suzuki,Baleno,Gasoline,Manual,155000
Suzuki,Baleno,Gasoline,Manual,162000
Suzuki,Baleno,Gasoline,Automatic,168000
Suzuki,Baleno,Gasoline,Automatic,175000
Suzuki,Baleno,Gasoline,Automatic,182000
Suzuki,Baleno,Gasoline,Automatic,188000
Suzuki,Baleno,Gasoline,Automatic,195000
Suzuki,S-Cross,Gasoline,Automatic,275000
Suzuki,S-Cross,Gasoline,Automatic,288000
Suzuki,S-Cross,Gasoline,Automatic,298000
Suzuki,S-Cross,Gasoline,Automatic,310000
Suzuki,S-Cross,Gasoline,Automatic,322000
Suzuki,S-Cross,Gasoline,Automatic,332000
Suzuki,S-Cross,Gasoline,Automatic,345000
Suzuki,Swift,Gasoline,Manual,145000
Suzuki,Swift,Gasoline,Manual,152000
Suzuki,Swift,Gasoline,Manual,158000
Suzuki,Swift,Gasoline,Automatic,165000
Suzuki,Swift,Gasoline,Automatic,172000
Suzuki,Swift,Gasoline,Automatic,178000
Suzuki,Swift,Gasoline,Automatic,185000
Suzuki,Vitara,Gasoline,Manual,245000
Suzuki,Vitara,Gasoline,Manual,258000
Suzuki,Vitara,Gasoline,Automatic,268000
Suzuki,Vitara,Gasoline,Automatic,275000
Suzuki,Vitara,Gasoline,Automatic,288000
Suzuki,Vitara,Gasoline,Automatic,298000
Suzuki,Vitara,Gasoline,Automatic,305000
