Brand,Model,Fuel,Transmission,Selling_Price,Trim
BMW,Série 4,Gasoline,Automatic,795000,M440i xDrive
BMW,Série 4,Gasoline,Automatic,825000,M440i xDrive Competition
BMW,Série 4,Gasoline,Automatic,855000,M4 Competition
BMW,X1,Gasoline,Automatic,495000,sDrive18i
BMW,X1,Gasoline,Automatic,518000,sDrive18i Advantage
BMW,X1,Gasoline,Automatic,538000,sDrive20i
BMW,X1,Gasoline,Automatic,555000,sDrive20i M Sport
BMW,X1,Gasoline,Automatic,560000,xDrive20i M Sport
BMW,X1,Gasoline,Automatic,585000,xDrive20i M Sport Plus
BMW,X1,Gasoline,Automatic,605000,xDrive25i M Sport
BMW,X1,Gasoline,Automatic,625000,xDrive25i M Sport Plus
BMW,X3,Diesel,Automatic,695000,xDrive20d
BMW,X3,Diesel,Automatic,725000,xDrive20d Luxury Line
BMW,X3,Diesel,Automatic,752000,xDrive20d M Sport
BMW,X3,Diesel,Automatic,775000,xDrive30d M Sport
BMW,X3,Diesel,Automatic,808000,xDrive30d M Sport Plus
BMW,X3,Diesel,Automatic,835000,M40i
BMW,X3,Diesel,Automatic,858000,M40i Plus
BMW,X3,Diesel,Automatic,875000,M Competition
Mercedes,Classe A,Gasoline,Automatic,375000,A 180
Mercedes,Classe A,Gasoline,Automatic,392000,A 180 Progressive
Mercedes,Classe A,Gasoline,Automatic,408000,A 200
Mercedes,Classe A,Gasoline,Automatic,425000,A 200 Progressive
Mercedes,Classe A,Gasoline,Automatic,445000,A 200 AMG Line
Mercedes,Classe A,Gasoline,Automatic,462000,A 220
Mercedes,Classe A,Gasoline,Automatic,475000,A 220 AMG Line
Mercedes,Classe A,Gasoline,Automatic,492000,A 220 AMG Line Plus
Mercedes,Classe A,Gasoline,Automatic,505000,A 250 AMG Line
Mercedes,Classe C,Diesel,Automatic,545000,C 200d
Mercedes,Classe C,Diesel,Automatic,568000,C 200d Avantgarde
Mercedes,Classe C,Diesel,Automatic,588000,C 220d
Mercedes,Classe C,Diesel,Automatic,608000,C 220d Avantgarde
Mercedes,Classe C,Diesel,Automatic,615000,C 220d AMG Line
Mercedes,Classe C,Diesel,Automatic,638000,C 220d AMG Line Plus
Mercedes,Classe C,Diesel,Automatic,655000,C 300d AMG Line
Mercedes,Classe C,Diesel,Automatic,675000,C 300d AMG Line Plus
Mercedes,Classe C,Diesel,Automatic,695000,C 300d 4Matic AMG Line
Mercedes,Classe C,Diesel,Automatic,715000,AMG C 43 4Matic
Mercedes,Classe E,Diesel,Automatic,715000,E 200d
Mercedes,Classe E,Diesel,Automatic,748000,E 200d Avantgarde
Mercedes,Classe E,Diesel,Automatic,772000,E 220d
Mercedes,Classe E,Diesel,Automatic,795000,E 220d Avantgarde
Mercedes,Classe E,Diesel,Automatic,805000,E 220d AMG Line
Mercedes,Classe E,Diesel,Automatic,828000,E 300d AMG Line
Mercedes,Classe E,Diesel,Automatic,848000,E 300d AMG Line Plus
Mercedes,Classe E,Diesel,Automatic,865000,E 300d 4Matic AMG Line
Mercedes,Classe E,Diesel,Automatic,892000,E 400d 4Matic AMG Line
Mercedes,Classe E,Diesel,Automatic,915000,AMG E 53 4Matic+
Mercedes,Classe E,Diesel,Automatic,925000,AMG E 63 S 4Matic+
Mercedes,GLA,Gasoline,Automatic,445000,GLA 200
Mercedes,GLA,Gasoline,Automatic,462000,GLA 200 Progressive
Mercedes,GLA,Gasoline,Automatic,478000,GLA 200 AMG Line
Mercedes,GLA,Gasoline,Automatic,495000,GLA 220
Mercedes,GLA,Gasoline,Automatic,515000,GLA 220 AMG Line
Mercedes,GLA,Gasoline,Automatic,532000,GLA 250 AMG Line
Mercedes,GLA,Gasoline,Automatic,548000,GLA 250 4Matic AMG Line
Mercedes,GLA,Gasoline,Automatic,555000,AMG GLA 35 4Matic
Mercedes,GLC,Diesel,Automatic,615000,GLC 200d
Mercedes,GLC,Diesel,Automatic,642000,GLC 220d
Mercedes,GLC,Diesel,Automatic,662000,GLC 220d AMG Line
Mercedes,GLC,Diesel,Automatic,685000,GLC 220d 4Matic AMG Line
Mercedes,GLC,Diesel,Automatic,712000,GLC 300d 4Matic AMG Line
Mercedes,GLC,Diesel,Automatic,738000,GLC 300d 4Matic AMG Line Plus
Mercedes,GLC,Diesel,Automatic,762000,AMG GLC 43 4Matic
Mercedes,GLC,Diesel,Automatic,785000,AMG GLC 63 S 4Matic+
Volkswagen,Golf,Gasoline,Automatic,255000,Trendline DSG
Volkswagen,Golf,Gasoline,Automatic,268000,Comfortline DSG
Volkswagen,Golf,Gasoline,Automatic,278000,Comfortline Plus DSG
Volkswagen,Golf,Gasoline,Automatic,285000,Highline DSG
Volkswagen,Golf,Diesel,Automatic,298000,Comfortline TDI DSG
Volkswagen,Golf,Diesel,Automatic,308000,Highline TDI DSG
Volkswagen,Golf,Diesel,Automatic,315000,Highline Plus TDI DSG
Volkswagen,Golf,Gasoline,Automatic,325000,R-Line DSG
Volkswagen,Golf,Gasoline,Automatic,335000,GTI
Volkswagen,Passat,Diesel,Automatic,395000,Trendline TDI
Volkswagen,Passat,Diesel,Automatic,408000,Comfortline TDI
Volkswagen,Passat,Diesel,Automatic,422000,Comfortline Plus TDI
Volkswagen,Passat,Diesel,Automatic,435000,Highline TDI
Volkswagen,Passat,Diesel,Automatic,455000,Highline Plus TDI
Volkswagen,Passat,Diesel,Automatic,470000,R-Line TDI
Volkswagen,Passat,Diesel,Automatic,485000,R-Line Plus TDI
Volkswagen,Polo,Gasoline,Manual,175000,Trendline
Volkswagen,Polo,Gasoline,Manual,182000,Trendline Plus
Volkswagen,Polo,Gasoline,Manual,188000,Comfortline
Volkswagen,Polo,Gasoline,Manual,195000,Comfortline Plus
Volkswagen,Polo,Diesel,Manual,202000,Trendline TDI
Volkswagen,Polo,Diesel,Manual,208000,Comfortline TDI
Volkswagen,Polo,Diesel,Manual,215000,Comfortline Plus TDI
Volkswagen,Polo,Gasoline,Manual,225000,Highline
Volkswagen,Polo,Gasoline,Manual,235000,R-Line
Volkswagen,Tiguan,Gasoline,Automatic,425000,Trendline
Volkswagen,Tiguan,Gasoline,Automatic,442000,Comfortline
Volkswagen,Tiguan,Gasoline,Automatic,458000,Comfortline Plus
Volkswagen,Tiguan,Gasoline,Automatic,475000,Highline
Volkswagen,Tiguan,Diesel,Automatic,495000,Comfortline TDI 4Motion
Volkswagen,Tiguan,Diesel,Automatic,510000,Highline TDI 4Motion
Volkswagen,Tiguan,Diesel,Automatic,525000,Highline Plus TDI 4Motion
Volkswagen,Tiguan,Diesel,Automatic,545000,R-Line TDI 4Motion
Volkswagen,Tiguan,Diesel,Automatic,565000,R-Line Plus TDI 4Motion
Volkswagen,Touareg,Diesel,Automatic,825000,Atmosphere V6 TDI
Volkswagen,Touareg,Diesel,Automatic,858000,Elegance V6 TDI
Volkswagen,Touareg,Diesel,Automatic,885000,Elegance Plus V6 TDI
Volkswagen,Touareg,Diesel,Automatic,905000,R-Line V6 TDI
Volkswagen,Touareg,Diesel,Automatic,938000,R-Line Plus V6 TDI
Volkswagen,Touareg,Diesel,Automatic,965000,R-Line Executive V6 TDI
Volkswagen,Touareg,Diesel,Automatic,985000,R-Line Executive Plus V6 TDI
