Brand,Model,Fuel,Transmission,Selling_Price
Renault,Clio,Gasoline,Automatic,210000
Renault,Clio,Gasoline,Automatic,215000
Renault,Kadjar,Diesel,Automatic,315000
Renault,Kadjar,Diesel,Automatic,325000
Renault,Kadjar,Diesel,Automatic,335000
Renault,Kadjar,Diesel,Automatic,345000
Renault,Kadjar,Diesel,Automatic,358000
Renault,Kadjar,Diesel,Automatic,370000
Renault,Kadjar,Diesel,Automatic,382000
Renault,Kadjar,Diesel,Automatic,395000
Renault,Koleos,Diesel,Automatic,385000
Renault,Koleos,Diesel,Automatic,398000
Renault,Koleos,Diesel,Automatic,410000
Renault,Koleos,Diesel,Automatic,415000
Renault,Koleos,Diesel,Automatic,428000
Renault,Koleos,Diesel,Automatic,438000
Renault,Koleos,Diesel,Automatic,445000
Renault,Koleos,Diesel,Automatic,455000
Renault,Koleos,Diesel,Automatic,465000
Renault,Megane,Gasoline,Manual,220000
Renault,Megane,Gasoline,Manual,230000
Renault,Megane,Gasoline,Manual,240000
Renault,Megane,Gasoline,Manual,245000
Renault,Megane,Gasoline,Manual,252000
Renault,Megane,Gasoline,Manual,258000
Renault,Megane,Gasoline,Manual,265000
Renault,Megane,Diesel,Automatic,272000
Renault,Megane,Diesel,Automatic,278000
Renault,Megane,Diesel,Automatic,285000
