Brand,Model,Fuel,Transmission,Selling_Price,Trim
Audi,Q7,Diesel,Automatic,1385000,Design Luxe TDI
Audi,Q7,Diesel,Automatic,1585000,S-Line TDI
BAIC,BJ40,Diesel,Manual,325000,Standard 4x4
BAIC,BJ40,Diesel,Manual,385000,Plus 4x4
BAIC,BJ40,Diesel,Automatic,445000,Plus Auto 4x4
BAIC,X55,Gasoline,Automatic,245000,Comfort
BAIC,X55,Gasoline,Automatic,285000,Luxury
BAIC,X55,Gasoline,Automatic,325000,Premium
BMW,Série 1,Gasoline,Automatic,415000,116i
BMW,Série 1,Gasoline,Automatic,435000,116i Advantage
BMW,Série 1,Gasoline,Automatic,452000,118i
BMW,Série 1,Gasoline,Automatic,465000,118i Luxury Line
BMW,Série 1,Gasoline,Automatic,488000,118i M Sport
BMW,Série 1,Gasoline,Automatic,505000,120i M Sport
BMW,Série 1,Gasoline,Automatic,522000,120i M Sport Plus
BMW,Série 1,Gasoline,Automatic,535000,M135i xDrive
BMW,Série 2,Gasoline,Automatic,465000,218i Coupé
BMW,Série 2,Gasoline,Automatic,492000,218i M Sport
BMW,Série 2,Gasoline,Automatic,515000,220i M Sport
BMW,Série 2,Gasoline,Automatic,535000,220i M Sport Plus
BMW,Série 2,Gasoline,Automatic,545000,M240i xDrive
BMW,Série 2,Gasoline,Automatic,572000,M240i xDrive Plus
BMW,Série 2,Gasoline,Automatic,595000,M240i xDrive Competition
BMW,Série 2,Gasoline,Automatic,605000,M2 Competition
BMW,Série 3,Diesel,Automatic,585000,318d
BMW,Série 3,Diesel,Automatic,608000,318d Luxury Line
BMW,Série 3,Diesel,Automatic,628000,320d
BMW,Série 3,Diesel,Automatic,645000,320d Luxury Line
BMW,Série 3,Diesel,Automatic,672000,320d M Sport
BMW,Série 3,Diesel,Automatic,695000,320d M Sport Plus
BMW,Série 3,Diesel,Automatic,715000,320d xDrive M Sport
BMW,Série 3,Diesel,Automatic,735000,M340i xDrive
BMW,Série 4,Gasoline,Automatic,675000,420i Coupé
BMW,Série 4,Gasoline,Automatic,705000,420i M Sport
BMW,Série 4,Gasoline,Automatic,728000,430i M Sport
BMW,Série 4,Gasoline,Automatic,752000,430i M Sport Plus
BMW,Série 4,Gasoline,Automatic,765000,430i xDrive M Sport
BMW,Série 4,Gasoline,Automatic,795000,M440i xDrive
BMW,Série 4,Gasoline,Automatic,825000,M440i xDrive Competition
BMW,Série 4,Gasoline,Automatic,855000,M4 Competition
BMW,Série 5,Diesel,Automatic,765000,520d
BMW,Série 5,Diesel,Automatic,865000,530d
BMW,Série 5,Diesel,Automatic,965000,540d xDrive
BMW,Série 5,Gasoline,Automatic,1185000,M550i xDrive
BMW,X1,Gasoline,Automatic,495000,sDrive18i
BMW,X1,Gasoline,Automatic,518000,sDrive18i Advantage
BMW,X1,Gasoline,Automatic,538000,sDrive20i
BMW,X1,Gasoline,Automatic,555000,sDrive20i M Sport
BMW,X1,Gasoline,Automatic,560000,xDrive20i M Sport
BMW,X1,Gasoline,Automatic,585000,xDrive20i M Sport Plus
BMW,X1,Gasoline,Automatic,605000,xDrive25i M Sport
BMW,X1,Gasoline,Automatic,625000,xDrive25i M Sport Plus
BMW,X3,Diesel,Automatic,695000,xDrive20d
BMW,X3,Diesel,Automatic,725000,xDrive20d Luxury Line
BMW,X3,Diesel,Automatic,752000,xDrive20d M Sport
BMW,X3,Diesel,Automatic,775000,xDrive30d M Sport
BMW,X3,Diesel,Automatic,808000,xDrive30d M Sport Plus
BMW,X3,Diesel,Automatic,835000,M40i
BMW,X3,Diesel,Automatic,858000,M40i Plus
BMW,X3,Diesel,Automatic,875000,M Competition
BMW,X5,Diesel,Automatic,985000,xDrive30d
BMW,X5,Diesel,Automatic,1185000,xDrive40d
BMW,X5,Gasoline,Automatic,1385000,xDrive50i
BMW,X5,Gasoline,Automatic,1685000,M50i
BYD,Atto 3,Electric,Automatic,385000,Standard
BYD,Atto 3,Electric,Automatic,445000,Extended Range
BYD,Han,Electric,Automatic,525000,EV Premium
BYD,Han,Electric,Automatic,625000,EV Excellence
BYD,Seal,Electric,Automatic,485000,Premium
BYD,Seal,Electric,Automatic,585000,Performance
BYD,Tang,Electric,Automatic,585000,EV 7 Places
BYD,Tang,Electric,Automatic,685000,EV AWD 7 Places
Bentley,Bentayga,Gasoline,Automatic,2885000,V8
Bentley,Bentayga,Gasoline,Automatic,3385000,W12
Bentley,Bentayga,Gasoline,Automatic,3785000,Speed
Bentley,Continental GT,Gasoline,Automatic,2485000,V8
Bentley,Continental GT,Gasoline,Automatic,2985000,W12
Bentley,Continental GT,Gasoline,Automatic,3485000,Speed
Bentley,Flying Spur,Gasoline,Automatic,2685000,V8
Bentley,Flying Spur,Gasoline,Automatic,3185000,W12
Cadillac,Escalade,Gasoline,Automatic,1485000,Luxury
Cadillac,Escalade,Gasoline,Automatic,1685000,Premium Luxury
Cadillac,Escalade,Gasoline,Automatic,1885000,Sport
Cadillac,XT4,Gasoline,Automatic,585000,Luxury
Cadillac,XT4,Gasoline,Automatic,685000,Premium Luxury
Cadillac,XT4,Gasoline,Automatic,785000,Sport
Cadillac,XT5,Gasoline,Automatic,725000,Luxury
Cadillac,XT5,Gasoline,Automatic,825000,Premium Luxury
Cadillac,XT5,Gasoline,Automatic,925000,Sport
Changan,CS35 Plus,Gasoline,Manual,195000,Comfort
Changan,CS35 Plus,Gasoline,Manual,225000,Luxury
Changan,CS35 Plus,Gasoline,Automatic,255000,Luxury Auto
Changan,CS35 Plus,Gasoline,Automatic,285000,Premium Auto
Changan,CS55 Plus,Gasoline,Automatic,285000,Comfort
Changan,CS55 Plus,Gasoline,Automatic,335000,Luxury
Changan,CS55 Plus,Gasoline,Automatic,385000,Premium
Changan,UNI-T,Gasoline,Automatic,345000,Style
Changan,UNI-T,Gasoline,Automatic,405000,Excellence
Changan,UNI-T,Gasoline,Automatic,465000,Ultimate
Chery,Tiggo 4 Pro,Gasoline,Manual,185000,Comfort
Chery,Tiggo 4 Pro,Gasoline,Manual,195000,Luxury
Chery,Tiggo 4 Pro,Gasoline,Automatic,215000,Luxury CVT
Chery,Tiggo 4 Pro,Gasoline,Automatic,235000,Premium CVT
Chery,Tiggo 7 Pro,Gasoline,Automatic,265000,Comfort
Chery,Tiggo 7 Pro,Gasoline,Automatic,285000,Luxury
Chery,Tiggo 7 Pro,Gasoline,Automatic,305000,Premium
Chery,Tiggo 7 Pro,Gasoline,Automatic,325000,Elite
Chery,Tiggo 8 Pro,Gasoline,Automatic,335000,Comfort 7 Places
Chery,Tiggo 8 Pro,Gasoline,Automatic,365000,Luxury 7 Places
Chery,Tiggo 8 Pro,Gasoline,Automatic,395000,Premium 7 Places
Chery,Tiggo 8 Pro,Gasoline,Automatic,425000,Elite 7 Places
Chevrolet,Aveo,Gasoline,Manual,175000,LS
Chevrolet,Aveo,Gasoline,Manual,195000,LT
Chevrolet,Aveo,Gasoline,Automatic,215000,LT Auto
Chevrolet,Aveo,Gasoline,Automatic,235000,LTZ Auto
Chevrolet,Captiva,Gasoline,Automatic,325000,LS
Chevrolet,Captiva,Gasoline,Automatic,385000,LT
Chevrolet,Captiva,Gasoline,Automatic,445000,LTZ
Chevrolet,Spark,Gasoline,Manual,145000,LS
Chevrolet,Spark,Gasoline,Manual,165000,LT
Chevrolet,Spark,Gasoline,Automatic,185000,LT CVT
Chevrolet,Tahoe,Gasoline,Automatic,985000,LS 4x4
Chevrolet,Tahoe,Gasoline,Automatic,1185000,LT 4x4
Chevrolet,Tahoe,Gasoline,Automatic,1485000,Premier 4x4
Citroen,Berlingo,Diesel,Manual,195000,Live
Citroen,Berlingo,Diesel,Manual,205000,Feel
Citroen,Berlingo,Diesel,Automatic,212000,Feel EAT8
Citroen,Berlingo,Diesel,Automatic,220000,Feel Pack EAT8
Citroen,Berlingo,Diesel,Automatic,232000,Shine EAT8
Citroen,Berlingo,Diesel,Automatic,242000,Shine Plus EAT8
Citroen,Berlingo,Diesel,Automatic,245000,XTR Plus EAT8
Citroen,C3,Gasoline,Manual,165000,Live
Citroen,C3,Gasoline,Manual,172000,Live Plus
Citroen,C3,Gasoline,Manual,178000,Feel
Citroen,C3,Gasoline,Manual,185000,Feel Plus
Citroen,C3,Gasoline,Manual,190000,Shine
Citroen,C3,Diesel,Manual,202000,Feel BlueHDi
Citroen,C3,Diesel,Manual,210000,Shine BlueHDi
Citroen,C3,Diesel,Manual,215000,Shine Pack BlueHDi
Citroen,C4,Gasoline,Manual,235000,Live
Citroen,C4,Gasoline,Manual,248000,Feel
Citroen,C4,Gasoline,Manual,258000,Feel Plus
Citroen,C4,Gasoline,Manual,265000,Shine
Citroen,C4,Diesel,Automatic,278000,Feel BlueHDi
Citroen,C4,Diesel,Automatic,288000,Shine BlueHDi
Citroen,C4,Diesel,Automatic,295000,Shine Pack BlueHDi
Citroen,C5 Aircross,Gasoline,Automatic,355000,Live
Citroen,C5 Aircross,Gasoline,Automatic,372000,Feel
Citroen,C5 Aircross,Diesel,Automatic,388000,Feel BlueHDi
Citroen,C5 Aircross,Diesel,Automatic,395000,Feel Pack BlueHDi
Citroen,C5 Aircross,Diesel,Automatic,412000,Shine BlueHDi
Citroen,C5 Aircross,Diesel,Automatic,428000,Shine Plus BlueHDi
Citroen,C5 Aircross,Diesel,Automatic,435000,Shine Pack BlueHDi
Citroen,C5 Aircross,Hybrid,Automatic,448000,Feel Hybrid
Citroen,C5 Aircross,Hybrid,Automatic,458000,Shine Hybrid
Citroen,C5 Aircross,Hybrid,Automatic,465000,Shine Pack Hybrid
Citroen,Jumper,Diesel,Manual,315000,Club
Citroen,Jumper,Diesel,Manual,328000,Club Plus
Citroen,Jumper,Diesel,Manual,342000,Confort
Citroen,Jumper,Diesel,Manual,350000,Confort Pack
Citroen,Jumper,Diesel,Manual,368000,Business
Citroen,Jumper,Diesel,Manual,378000,Business Plus
Citroen,Jumper,Diesel,Manual,385000,Business Premium
Cupra,Born,Electric,Automatic,425000,150kW
Cupra,Born,Electric,Automatic,485000,204kW
Cupra,Born,Electric,Automatic,545000,231kW e-Boost
Cupra,Formentor,Gasoline,Automatic,385000,1.5 TSI 150
Cupra,Formentor,Gasoline,Automatic,485000,2.0 TSI 190
Cupra,Formentor,Gasoline,Automatic,625000,2.0 TSI 310 VZ
Cupra,Leon,Gasoline,Automatic,425000,2.0 TSI 245
Cupra,Leon,Gasoline,Automatic,525000,2.0 TSI 300 VZ
DFSK,Glory 500,Gasoline,Manual,185000,Standard
DFSK,Glory 500,Gasoline,Manual,205000,Comfort
DFSK,Glory 500,Gasoline,Automatic,235000,Comfort CVT
DFSK,Glory 580,Gasoline,Manual,205000,Comfort
DFSK,Glory 580,Gasoline,Manual,235000,Luxury
DFSK,Glory 580,Gasoline,Automatic,265000,Luxury CVT
DFSK,Glory 580,Gasoline,Automatic,295000,Premium CVT
DS,DS 3,Gasoline,Manual,285000,So Chic
DS,DS 3,Gasoline,Manual,325000,Performance Line
DS,DS 3,Gasoline,Automatic,365000,Performance Line EAT8
DS,DS 3,Gasoline,Automatic,405000,Grand Chic EAT8
DS,DS 7,Diesel,Automatic,525000,So Chic
DS,DS 7,Diesel,Automatic,585000,Performance Line
DS,DS 7,Diesel,Automatic,645000,Grand Chic
DS,DS 7,Diesel,Automatic,725000,Rivoli
Dacia,Dokker,Gasoline,Manual,145000,Access
Dacia,Dokker,Gasoline,Manual,150000,Confort
Dacia,Dokker,Gasoline,Manual,155000,Essentiel
Dacia,Dokker,Diesel,Manual,160000,Confort
Dacia,Dokker,Diesel,Manual,165000,Essentiel
Dacia,Dokker,Diesel,Manual,170000,Stepway
Dacia,Duster,Gasoline,Manual,175000,Essentiel
Dacia,Duster,Gasoline,Manual,182000,Essentiel Plus
Dacia,Duster,Gasoline,Manual,189000,Confort
Dacia,Duster,Gasoline,Manual,195000,Confort Plus
Dacia,Duster,Gasoline,Manual,202000,Confort GPS
Dacia,Duster,Gasoline,Manual,210000,Prestige
Dacia,Duster,Diesel,Manual,215000,Essentiel
Dacia,Duster,Diesel,Manual,220000,Confort
Dacia,Duster,Diesel,Manual,226000,Confort Plus
Dacia,Duster,Diesel,Manual,232000,Prestige
Dacia,Duster,Diesel,4x4,237000,Confort 4x4
Dacia,Duster,Diesel,4x4,242000,Prestige 4x4
Dacia,Lodgy,Gasoline,Manual,165000,Essentiel 5 Places
Dacia,Lodgy,Gasoline,Manual,172000,Confort 5 Places
Dacia,Lodgy,Gasoline,Manual,178000,Essentiel 7 Places
Dacia,Lodgy,Gasoline,Manual,185000,Confort 7 Places
Dacia,Lodgy,Gasoline,Manual,190000,Stepway 7 Places
Dacia,Lodgy,Diesel,Manual,195000,Stepway 7 Places
Dacia,Logan,Gasoline,Manual,135000,Access
Dacia,Logan,Gasoline,Manual,140000,Access Plus
Dacia,Logan,Gasoline,Manual,145000,Confort
Dacia,Logan,Gasoline,Manual,150000,Confort Plus
Dacia,Logan,Gasoline,Manual,155000,Essentiel
Dacia,Logan,Gasoline,Manual,160000,Essentiel Plus
Dacia,Logan,Gasoline,Manual,165000,Confort GPS
Dacia,Logan,Gasoline,Manual,170000,Stepway
Dacia,Logan,Gasoline,Manual,175000,Stepway Plus
Dacia,Logan,Gasoline,Manual,178000,Stepway Prestige
Dacia,Sandero,Gasoline,Manual,125000,Access
Dacia,Sandero,Gasoline,Manual,130000,Access Plus
Dacia,Sandero,Gasoline,Manual,135000,Confort
Dacia,Sandero,Gasoline,Manual,140000,Confort Plus
Dacia,Sandero,Gasoline,Manual,145000,Confort+
Dacia,Sandero,Gasoline,Manual,150000,Essentiel
Dacia,Sandero,Gasoline,Manual,155000,Essentiel Plus
Dacia,Sandero,Gasoline,Manual,160000,Confort GPS
Dacia,Sandero,Gasoline,Manual,165000,Stepway
Dacia,Sandero,Gasoline,Manual,170000,Stepway Plus
Ferrari,F8 Tributo,Gasoline,Automatic,4285000,Coupe
Ferrari,F8 Tributo,Gasoline,Automatic,4685000,Spider
Ferrari,Portofino,Gasoline,Automatic,3485000,V8
Ferrari,Portofino,Gasoline,Automatic,3885000,M
Ferrari,Roma,Gasoline,Automatic,3685000,V8
Ferrari,SF90,Hybrid,Automatic,6485000,Stradale
Fiat,500,Gasoline,Manual,155000,Pop
Fiat,500,Gasoline,Manual,162000,Pop Plus
Fiat,500,Gasoline,Automatic,168000,Lounge
Fiat,500,Gasoline,Automatic,175000,Lounge Plus
Fiat,500,Gasoline,Automatic,182000,Dolcevita
Fiat,500,Gasoline,Automatic,188000,Star
Fiat,500,Gasoline,Automatic,195000,Rockstar
Fiat,500X,Gasoline,Manual,245000,Pop
Fiat,500X,Gasoline,Manual,262000,City Look
Fiat,500X,Gasoline,Automatic,275000,City Look DCT
Fiat,500X,Gasoline,Automatic,280000,Cross DCT
Fiat,500X,Gasoline,Automatic,298000,Cross Plus DCT
Fiat,500X,Gasoline,Automatic,308000,Sport DCT
Fiat,500X,Gasoline,Automatic,315000,Sport Plus DCT
Fiat,Tipo,Gasoline,Manual,165000,Easy
Fiat,Tipo,Gasoline,Manual,175000,Easy Plus
Fiat,Tipo,Gasoline,Manual,185000,Lounge
Fiat,Tipo,Gasoline,Manual,195000,Lounge Plus
Fiat,Tipo,Diesel,Manual,208000,Lounge Diesel
Fiat,Tipo,Diesel,Manual,218000,Cross Diesel
Fiat,Tipo,Diesel,Manual,225000,Cross Plus Diesel
Ford,Fiesta,Gasoline,Manual,165000,Trend
Ford,Fiesta,Gasoline,Manual,172000,Trend Plus
Ford,Fiesta,Gasoline,Automatic,178000,Titanium
Ford,Fiesta,Gasoline,Automatic,185000,Titanium Plus
Ford,Fiesta,Gasoline,Automatic,195000,ST-Line
Ford,Fiesta,Gasoline,Automatic,205000,Vignale
Ford,Focus,Gasoline,Manual,225000,Trend
Ford,Focus,Gasoline,Manual,238000,Titanium
Ford,Focus,Gasoline,Manual,248000,Titanium Plus
Ford,Focus,Gasoline,Manual,255000,ST-Line
Ford,Focus,Diesel,Automatic,268000,Titanium TDCi
Ford,Focus,Diesel,Automatic,278000,ST-Line TDCi
Ford,Focus,Diesel,Automatic,285000,Vignale TDCi
Ford,Kuga,Gasoline,Automatic,375000,Trend
Ford,Kuga,Gasoline,Automatic,392000,Titanium
Ford,Kuga,Diesel,Automatic,408000,Titanium TDCi
Ford,Kuga,Diesel,Automatic,425000,ST-Line TDCi
Ford,Kuga,Hybrid,Automatic,445000,Titanium Hybrid
Ford,Kuga,Hybrid,Automatic,462000,ST-Line Hybrid
Ford,Kuga,Hybrid,Automatic,478000,Vignale Hybrid
Ford,Kuga,Hybrid,Automatic,485000,ST-Line X Hybrid
Ford,Mustang,Gasoline,Automatic,785000,EcoBoost 2.3L
Ford,Mustang,Gasoline,Automatic,815000,EcoBoost Premium
Ford,Mustang,Gasoline,Automatic,842000,GT 5.0L V8
Ford,Mustang,Gasoline,Automatic,855000,GT Premium V8
Ford,Mustang,Gasoline,Automatic,885000,GT California Special
Ford,Mustang,Gasoline,Automatic,905000,Mach 1
Ford,Mustang,Gasoline,Automatic,925000,Shelby GT500
Ford,Ranger,Diesel,Manual,435000,XL 4x2
Ford,Ranger,Diesel,Manual,458000,XLT 4x2
Ford,Ranger,Diesel,Manual,478000,XLT Plus 4x2
Ford,Ranger,Diesel,Manual,495000,Limited 4x4
Ford,Ranger,Diesel,Automatic,525000,XLT 4x4 Auto
Ford,Ranger,Diesel,Automatic,545000,Limited 4x4 Auto
Ford,Ranger,Diesel,Automatic,565000,Wildtrak 4x4
GWM,Poer,Diesel,Manual,265000,Single Cab
GWM,Poer,Diesel,Manual,325000,Double Cab
GWM,Poer,Diesel,Automatic,385000,Double Cab Comfort
GWM,Poer,Diesel,Automatic,445000,Double Cab Luxury
GWM,Tank 300,Gasoline,Automatic,425000,Comfort
GWM,Tank 300,Gasoline,Automatic,505000,Luxury
GWM,Tank 300,Gasoline,Automatic,585000,Ultimate
Geely,Coolray,Gasoline,Automatic,265000,Comfort
Geely,Coolray,Gasoline,Automatic,305000,Luxury
Geely,Coolray,Gasoline,Automatic,345000,Premium
Geely,Coolray,Gasoline,Automatic,385000,Sport
Geely,Emgrand,Gasoline,Manual,175000,Comfort
Geely,Emgrand,Gasoline,Manual,195000,Luxury
Geely,Emgrand,Gasoline,Automatic,225000,Luxury CVT
Geely,Emgrand,Gasoline,Automatic,255000,Premium CVT
Geely,Tugella,Gasoline,Automatic,325000,Comfort
Geely,Tugella,Gasoline,Automatic,375000,Luxury
Geely,Tugella,Gasoline,Automatic,425000,Premium
Genesis,G70,Gasoline,Automatic,525000,2.0T Advanced
Genesis,G70,Gasoline,Automatic,625000,2.0T Sport
Genesis,G70,Gasoline,Automatic,725000,3.3T Sport
Genesis,G80,Gasoline,Automatic,685000,2.5T Luxury
Genesis,G80,Gasoline,Automatic,885000,3.5T Sport Prestige
Genesis,GV70,Gasoline,Automatic,625000,2.5T Advanced
Genesis,GV70,Gasoline,Automatic,825000,3.5T Sport Prestige
Genesis,GV80,Diesel,Automatic,925000,3.0D Luxury
Genesis,GV80,Diesel,Automatic,1085000,3.0D Sport Prestige
Haval,H6,Gasoline,Automatic,345000,Active
Haval,H6,Gasoline,Automatic,375000,Comfort
Haval,H6,Gasoline,Automatic,405000,Premium
Haval,H6,Gasoline,Automatic,435000,Elite
Haval,Jolion,Gasoline,Automatic,275000,Active
Haval,Jolion,Gasoline,Automatic,295000,Comfort
Haval,Jolion,Gasoline,Automatic,315000,Premium
Haval,Jolion,Gasoline,Automatic,335000,Elite
Honda,CR-V,Gasoline,Automatic,465000,Elegance
Honda,CR-V,Gasoline,Automatic,515000,Executive
Honda,CR-V,Hybrid,Automatic,565000,Executive Hybrid
Honda,City,Gasoline,Manual,185000,Comfort
Honda,City,Gasoline,Automatic,205000,Elegance CVT
Honda,City,Gasoline,Automatic,225000,Exclusive CVT
Honda,Civic,Gasoline,Automatic,295000,Elegance CVT
Honda,Civic,Gasoline,Automatic,335000,Executive CVT
Honda,Civic,Gasoline,Automatic,375000,Sport CVT
Honda,HR-V,Gasoline,Automatic,335000,Elegance
Honda,HR-V,Gasoline,Automatic,375000,Executive
Honda,HR-V,Gasoline,Automatic,415000,Exclusive
Hyundai,Accent,Gasoline,Manual,185000,Essential
Hyundai,Accent,Gasoline,Manual,192000,Intuitive
Hyundai,Accent,Gasoline,Manual,198000,Intuitive Plus
Hyundai,Accent,Gasoline,Manual,205000,Creative
Hyundai,Accent,Gasoline,Automatic,215000,Intuitive AT
Hyundai,Accent,Gasoline,Automatic,225000,Creative AT
Hyundai,Accent,Gasoline,Automatic,235000,Luxury AT
Hyundai,Elantra,Gasoline,Automatic,265000,Essential
Hyundai,Elantra,Gasoline,Automatic,295000,Intuitive
Hyundai,Elantra,Gasoline,Automatic,325000,Creative
Hyundai,Elantra,Gasoline,Automatic,355000,Luxury
Hyundai,Kona,Gasoline,Automatic,295000,Essential
Hyundai,Kona,Gasoline,Automatic,335000,Intuitive
Hyundai,Kona,Gasoline,Automatic,375000,Creative
Hyundai,Kona,Hybrid,Automatic,415000,Creative Hybrid
Hyundai,Santa Fe,Diesel,Automatic,525000,Essential CRDi
Hyundai,Santa Fe,Diesel,Automatic,545000,Intuitive CRDi
Hyundai,Santa Fe,Diesel,Automatic,560000,Intuitive Plus CRDi
Hyundai,Santa Fe,Diesel,Automatic,575000,Creative CRDi
Hyundai,Santa Fe,Diesel,Automatic,595000,Luxury CRDi
Hyundai,Santa Fe,Diesel,Automatic,615000,Signature CRDi
Hyundai,Santa Fe,Diesel,Automatic,630000,Signature Plus CRDi
Hyundai,Santa Fe,Diesel,Automatic,645000,Calligraphy
Hyundai,Tucson,Gasoline,Automatic,365000,Essential
Hyundai,Tucson,Gasoline,Automatic,375000,Intuitive
Hyundai,Tucson,Gasoline,Automatic,385000,Intuitive Plus
Hyundai,Tucson,Gasoline,Automatic,395000,Creative
Hyundai,Tucson,Diesel,Automatic,408000,Intuitive CRDi
Hyundai,Tucson,Diesel,Automatic,418000,Creative CRDi
Hyundai,Tucson,Diesel,Automatic,425000,Luxury CRDi
Hyundai,Tucson,Hybrid,Automatic,445000,Intuitive Hybrid
Hyundai,Tucson,Hybrid,Automatic,455000,Creative Hybrid
Hyundai,Tucson,Hybrid,Automatic,465000,Luxury Hybrid
Hyundai,Tucson,Hybrid,Automatic,478000,Signature Hybrid
Hyundai,Tucson,Hybrid,Automatic,485000,N Line Hybrid
Hyundai,i10,Gasoline,Manual,115000,Essential
Hyundai,i10,Gasoline,Manual,118000,Essential Plus
Hyundai,i10,Gasoline,Manual,122000,Intuitive
Hyundai,i10,Gasoline,Manual,125000,Intuitive Plus
Hyundai,i10,Gasoline,Manual,132000,Creative
Hyundai,i10,Gasoline,Manual,138000,Creative Plus
Hyundai,i10,Gasoline,Manual,145000,Luxury
Hyundai,i20,Gasoline,Manual,155000,Essential
Hyundai,i20,Gasoline,Manual,162000,Intuitive
Hyundai,i20,Gasoline,Manual,168000,Intuitive Plus
Hyundai,i20,Gasoline,Manual,175000,Creative
Hyundai,i20,Gasoline,Manual,182000,Creative Plus
Hyundai,i20,Gasoline,Automatic,188000,Intuitive DCT
Hyundai,i20,Gasoline,Automatic,195000,Creative DCT
Infiniti,Q50,Gasoline,Automatic,485000,Pure
Infiniti,Q50,Gasoline,Automatic,565000,Luxe
Infiniti,Q50,Gasoline,Automatic,645000,Sport
Infiniti,QX50,Gasoline,Automatic,585000,Pure
Infiniti,QX50,Gasoline,Automatic,685000,Luxe
Infiniti,QX50,Gasoline,Automatic,785000,Sensory
Infiniti,QX60,Gasoline,Automatic,725000,Pure 7 Places
Infiniti,QX60,Gasoline,Automatic,825000,Luxe 7 Places
Infiniti,QX60,Gasoline,Automatic,925000,Sensory 7 Places
Isuzu,D-Max,Diesel,Manual,285000,Single Cab 4x2
Isuzu,D-Max,Diesel,Manual,325000,Space Cab 4x2
Isuzu,D-Max,Diesel,Manual,365000,Double Cab 4x2
Isuzu,D-Max,Diesel,Manual,395000,Double Cab LS 4x2
Isuzu,D-Max,Diesel,Automatic,465000,Double Cab LS 4x4
Isuzu,D-Max,Diesel,Automatic,525000,Double Cab V-Cross 4x4
Isuzu,D-Max,Diesel,Automatic,565000,Double Cab Blade 4x4
Isuzu,MU-X,Diesel,Automatic,485000,LS 7 Places
Isuzu,MU-X,Diesel,Automatic,545000,LT 7 Places
Isuzu,MU-X,Diesel,Automatic,605000,Onyx 7 Places
JAC,J7,Gasoline,Manual,165000,Standard
JAC,J7,Gasoline,Manual,185000,Comfort
JAC,J7,Gasoline,Manual,205000,Luxury
JAC,S3,Gasoline,Manual,195000,Comfort
JAC,S3,Gasoline,Manual,225000,Luxury
JAC,S3,Gasoline,Automatic,255000,Luxury CVT
JAC,S3,Gasoline,Automatic,285000,Premium CVT
JAC,T8,Diesel,Manual,245000,Simple Cab
JAC,T8,Diesel,Manual,295000,Double Cab
