id,brand,model,price,price_range,year,engine,fuel_type,transmission,url,source
2185,LAND-ROVER,Range Rover Velar Ii - Ph2 - 3.0 D 4Wd Dynamic Se Bva 300Chdieselautomatique12 Cv758 300Dh,758300,500k - 800k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Velar/range-rover-velar-ii-ph2-3.0-d-4wd-dynamic-se-bva-300ch.htm,kifal.ma
2186,LAND-ROVER,Range Rover Velar Ii - Ph2 - 3.0 D 4Wd Autobiography Bva 300Chdieselautomatique12 Cv880 000Dh,880000,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Velar/range-rover-velar-ii-ph2-3.0-d-4wd-autobiography-bva-300ch.htm,kifal.ma
2187,LAND-ROVER,Defender,,Non spécifié,,,,,https://neuf.kifal.ma/LAND-ROVER/Defender,kifal.ma
2188,LAND-ROVER,Defender Iii - Ph1 - 3.0 D I6 Mhev S Bva 200Chdieselautomatique12 Cv760 600Dh,760600,500k - 800k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-3.0-d-i6-mhev-s-bva-200ch.htm,kifal.ma
2189,LAND-ROVER,Defender Iii - Ph1 - 3.0 D I6 Mhev X-Dynamic-S Bva 200Chdieselautomatique12 Cv810 700Dh,810700,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-3.0-d-i6-mhev-x-dynamic-s-bva-200ch.htm,kifal.ma
2190,LAND-ROVER,Defender Iii - Ph1 - 3.0 D I6 Mhev Se Bva 200Chdieselautomatique12 Cv816 200Dh,816200,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-3.0-d-i6-mhev-se-bva-200ch.htm,kifal.ma
2191,LAND-ROVER,Defender Ii - Ph1 - D 250 S Mhev Bva 250Chhybride Plug-Inautomatique11 Cv850 000Dh,850000,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-ii-ph1-d-250-s-mhev-bva-250ch.htm,kifal.ma
2192,LAND-ROVER,Defender Iii - Ph1 - D 200 Mhev 110 Bva 200Chhybride Plug-Inautomatique12 Cv867 500Dh,867500,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-d-200-mhev-110-bva-200ch.htm,kifal.ma
2193,LAND-ROVER,Defender Iii - Ph1 - D 200 Mhev 110 S Bva 200Chhybride Plug-Inautomatique12 Cv867 500Dh,867500,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-d-200-mhev-110-s-bva-200ch.htm,kifal.ma
2194,LAND-ROVER,Defender Iii - Ph1 - 3.0 D I6 200 Mhev X-Dynamic-Se Bva 200Chdieselautomatique12 Cv877 400Dh,877400,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-3.0-d-i6-200-mhev-x-dynamic-se-bva-200ch.htm,kifal.ma
2195,LAND-ROVER,Defender Iii - Ph1 - D 250 Mhev 110 Bva 250Chhybride Plug-Inautomatique12 Cv911 400Dh,911400,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-d-250-mhev-110-bva-250ch.htm,kifal.ma
2196,LAND-ROVER,Defender Iii - Ph1 - D 250 Mhev 110 S Bva 249Chdieselautomatique12 Cv915 200Dh,915200,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-d-250-mhev-110-s-bva-249ch.htm,kifal.ma
2197,LAND-ROVER,Defender Iii - Ph1 - 3.0 I6 Hse 5P Bva 400Chessenceautomatique17 Cv922 100Dh,922100,800k - 1.5M,,,ESSENCE,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-3.0-i6-hse-5p-bva-400ch.htm,kifal.ma
2198,LAND-ROVER,Defender Iii - Ph1 - D 200 Mhev 110 Se Bva 200Chhybride Plug-Inautomatique8 Cv933 300Dh,933300,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-d-200-mhev-110-se-bva-200ch.htm,kifal.ma
2199,LAND-ROVER,Defender Iii - Ph1 - 3.0 I6 First Edition 5P Bva 400Chessenceautomatique17 Cv934 200Dh,934200,800k - 1.5M,,,ESSENCE,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-3.0-i6-first-edition-5p-bva-400ch.htm,kifal.ma
2200,LAND-ROVER,Defender Ii - Ph1 - D 250 Mhev X‑Dynamic Se Bva 250Chdieselautomatique12 Cv954 900Dh,954900,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-ii-ph1-d-250-mhev-x%E2%80%91dynamic-se-bva-250ch.htm,kifal.ma
2201,LAND-ROVER,Defender Ii - Ph1 - D 200 Mhev X‑Dynamic Se Bva 200Chhybride Plug-Inautomatique12 Cv985 800Dh,985800,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-ii-ph1-d-200-mhev-x%E2%80%91dynamic-se-bva-200ch.htm,kifal.ma
2202,LAND-ROVER,Defender Iii - Ph1 - 3.0 L X‑Dynamic Hse Bva 250Chdieselautomatique12 Cv996 100Dh,996100,800k - 1.5M,,3.0 L,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-3.0-l-x%E2%80%91dynamic-hse-bva-250ch.htm,kifal.ma
2203,LAND-ROVER,Defender Ii - Ph1 - D 250 110 Mhev X‑Dynamic Se Bva 250Chhybride Plug-Inautomatique12 Cv1 004 900Dh,1004900,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-ii-ph1-d-250-110-mhev-x%E2%80%91dynamic-se-bva-250ch.htm,kifal.ma
2204,LAND-ROVER,Defender Ii - Ph1 - 3.0 D I6 Mhev Hse Bva 300Chdieselautomatique12 Cv1 032 000Dh,1032000,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-ii-ph1-3.0-d-i6-mhev-hse-bva-300ch.htm,kifal.ma
2205,LAND-ROVER,Defender Iii - Ph1 - D 250 Defender 130 S Bva 250Chhybride Plug-Inautomatique12 Cv1 036 100Dh,1036100,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-d-250-defender-130-s-bva-250ch.htm,kifal.ma
2206,LAND-ROVER,Defender Iii - Ph1 - 110 3.0D Hse Bva 300Chdieselautomatique12 Cv1 091 100Dh,1091100,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-110-3.0d-hse-bva-300ch.htm,kifal.ma
2207,LAND-ROVER,Defender Iii - Ph1 - D 300 110 Hse Bva 300Chdieselautomatique12 Cv1 091 100Dh,1091100,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-d-300-110-hse-bva-300ch.htm,kifal.ma
2208,LAND-ROVER,Defender Ii - Ph1 - 3.0 D I6 Mhev X-Dynamic Hse Bva 300Chdieselautomatique12 Cv1 103 800Dh,1103800,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-ii-ph1-3.0-d-i6-mhev-x-dynamic-hse-bva-300ch.htm,kifal.ma
2209,LAND-ROVER,Defender Iii - Ph1 - D 250 110 X‑Dynamic Hse Bva 250Chhybride Plug-Inautomatique12 Cv1 112 400Dh,1112400,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-d-250-110-x%E2%80%91dynamic-hse-bva-250ch.htm,kifal.ma
2210,LAND-ROVER,Defender Iii - Ph1 - 130 3.0D S Bva 200Chdieselautomatique12 Cv1 124 000Dh,1124000,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-130-3.0d-s-bva-200ch.htm,kifal.ma
2211,LAND-ROVER,Defender Ii - Ph1 - D 250 Mhev 130 X‑Dynamic Se Bva 250Chhybride Plug-Inautomatique12 Cv1 147 000Dh,1147000,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-ii-ph1-d-250-mhev-130-x%E2%80%91dynamic-se-bva-250ch.htm,kifal.ma
2212,LAND-ROVER,Defender Iii - Ph1 - D 300 110 X‑Dynamic Hse Bva 300Chdieselautomatique12 Cv1 158 200Dh,1158200,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-d-300-110-x%E2%80%91dynamic-hse-bva-300ch.htm,kifal.ma
2213,LAND-ROVER,Defender Ii - Ph1 - D 250 Mhev 130 X‑Dynamic Se Bva 300Chdieselautomatique12 Cv1 204 700Dh,1204700,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-ii-ph1-d-250-mhev-130-x%E2%80%91dynamic-se-bva-300ch.htm,kifal.ma
2214,LAND-ROVER,Defender Iii - Ph1 - D 300 130 X‑Dynamic Hse Bva 300Chdieselautomatique12 Cv1 254 800Dh,1254800,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Defender/defender-iii-ph1-d-300-130-x%E2%80%91dynamic-hse-bva-300ch.htm,kifal.ma
2215,LAND-ROVER,Range Rover Sportpromo Jusqu'A 3 %,,Non spécifié,,,,,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport,kifal.ma
2216,LAND-ROVER,Range Rover Sport Iii - Ph1 - 3.0 D Se Bva 250Chdieselautomatique12 Cv1 156 500Dh1 119 700Dh,1156500,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-3.0-d-se-bva-250ch.htm,kifal.ma
2217,LAND-ROVER,Range Rover Sport Iii - Ph1 - 3.0 D I6 Mhev Se Bva 300Chdieselautomatique12 Cv1 185 900Dh,1185900,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-3.0-d-i6-mhev-se-bva-300ch.htm,kifal.ma
2218,LAND-ROVER,Range Rover Sport Iii - Ph1 - 3.0 D Dynamic Se Bva 250Chdieselautomatique12 Cv1 228 600Dh,1228600,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-3.0-d-dynamic-se-bva-250ch.htm,kifal.ma
2219,LAND-ROVER,Range Rover Sport Iii - Ph1 - 3.0 D I6 Mhev Dynamic Se Bva 300Chdieselautomatique12 Cv1 267 200Dh,1267200,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-3.0-d-i6-mhev-dynamic-se-bva-300ch.htm,kifal.ma
2220,LAND-ROVER,Range Rover Sport Iii - Ph1 - 3.0 I6 Phev 4Wd Se Bva 440Chhybrideautomatique17 Cv1 343 300Dh,1343300,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-3.0-i6-phev-4wd-se-bva-440ch.htm,kifal.ma
2221,LAND-ROVER,Range Rover Sport Iii - Ph1 - 3.0 D I6 Mhev Dynamic Hse Bva 300Chdieselautomatique12 Cv1 367 500Dh,1367500,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-3.0-d-i6-mhev-dynamic-hse-bva-300ch.htm,kifal.ma
2222,LAND-ROVER,Range Rover Sport Iii - Ph1 - 3.0 I6 Phev 4Wd Dynamic Se Bva 440Chhybrideautomatique17 Cv1 383 600Dh,1383600,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-3.0-i6-phev-4wd-dynamic-se-bva-440ch.htm,kifal.ma
2223,LAND-ROVER,Range Rover Sport Iii - Ph1 - 3.0 D Dynamic 3.0 D Mhev Dynamic Hse Bva 350Chdieselautomatique12 Cv1 424 200Dh,1424200,800k - 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-3.0-d-dynamic-3.0-d-mhev-dynamic-hse-bva-350ch.htm,kifal.ma
2224,LAND-ROVER,Range Rover Sport Iii - Ph1 - 4.4 V8 Mhev Dynamic Se Bva 530Chessenceautomatique17 Cv1 500 500Dh,1500500,Plus de 1.5M,,,ESSENCE,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-4.4-v8-mhev-dynamic-se-bva-530ch.htm,kifal.ma
2225,LAND-ROVER,Range Rover Sport Iii - Ph1 - 3.0 D Mhev Autobiography Bva 350Chdieselautomatique12 Cv1 556 600Dh,1556600,Plus de 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-3.0-d-mhev-autobiography-bva-350ch.htm,kifal.ma
2226,LAND-ROVER,Range Rover Sport Iii - Ph1 - 4.4 V8 Mhev Dynamic Hse Bva 530Chessenceautomatique17 Cv1 600 800Dh,1600800,Plus de 1.5M,,,ESSENCE,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-4.4-v8-mhev-dynamic-hse-bva-530ch.htm,kifal.ma
2227,LAND-ROVER,Range Rover Sport Iii - Ph1 - 3.0 D Mhev First Edition Bva 350Chdieselautomatique12 Cv1 601 700Dh,1601700,Plus de 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-3.0-d-mhev-first-edition-bva-350ch.htm,kifal.ma
2228,LAND-ROVER,Range Rover Sport Iii - Ph1 - 3.0 I6 Phev 4Wd Dynamic Hse Bva 510Chhybrideautomatique17 Cv1 606 600Dh,1606600,Plus de 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-3.0-i6-phev-4wd-dynamic-hse-bva-510ch.htm,kifal.ma
2229,LAND-ROVER,Range Rover Sport Iii - Ph1 - 4.4 V8 Mhev Autobiography Bva 530Chessenceautomatique17 Cv1 738 400Dh,1738400,Plus de 1.5M,,,ESSENCE,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-4.4-v8-mhev-autobiography-bva-530ch.htm,kifal.ma
2230,LAND-ROVER,Range Rover Sport Iii - Ph1 - 3.0 I6 Phev 4Wd Autobiography Bva 510Chhybrideautomatique17 Cv1 744 900Dh,1744900,Plus de 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-3.0-i6-phev-4wd-autobiography-bva-510ch.htm,kifal.ma
2231,LAND-ROVER,Range Rover Sport Iii - Ph1 - 4.4 V8 Mhev First Edition Bva 530Chessenceautomatique17 Cv1 783 500Dh,1783500,Plus de 1.5M,,,ESSENCE,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport/range-rover-sport-iii-ph1-4.4-v8-mhev-first-edition-bva-530ch.htm,kifal.ma
2232,LAND-ROVER,Range Rover,,Non spécifié,,,,,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover,kifal.ma
2233,LAND-ROVER,Range Rover V - Ph1 - 3.0 Phev Awd Se Bva 440Chhybride Plug-Inautomatique17 Cv1 556 200Dh,1556200,Plus de 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-3.0-phev-awd-se-bva-440ch.htm,kifal.ma
2234,LAND-ROVER,Range Rover V - Ph1 - 3.0 D Hse Bva 350Chdieselautomatique12 Cv1 571 600Dh,1571600,Plus de 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-3.0-d-hse-bva-350ch.htm,kifal.ma
2235,LAND-ROVER,Range Rover V - Ph1 - 3.0 Phev Awd Hse Bva 440Chhybride Plug-Inautomatique17 Cv1 664 700Dh,1664700,Plus de 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-3.0-phev-awd-hse-bva-440ch.htm,kifal.ma
2236,LAND-ROVER,Range Rover V - Ph1 - 3.0 Phev Awd Se Bva 510Chhybride Plug-Inautomatique17 Cv1 673 800Dh,1673800,Plus de 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-3.0-phev-awd-se-bva-510ch.htm,kifal.ma
2237,LAND-ROVER,Range Rover V - Ph1 - 3.0 Phev Awd Hse Bva 510Chhybride Plug-Inautomatique17 Cv1 782 100Dh,1782100,Plus de 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-3.0-phev-awd-hse-bva-510ch.htm,kifal.ma
2238,LAND-ROVER,Range Rover V - Ph1 - 3.0 Phev Awd First Edition Bva 440Chhybride Plug-Inautomatique17 Cv1 910 000Dh,1910000,Plus de 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-3.0-phev-awd-first-edition-bva-440ch.htm,kifal.ma
2239,LAND-ROVER,Range Rover V - Ph1 - 3.0 Phev Awd Autobiography Bva 440Chhybride Plug-Inautomatique17 Cv1 910 000Dh,1910000,Plus de 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-3.0-phev-awd-autobiography-bva-440ch.htm,kifal.ma
2240,LAND-ROVER,Range Rover V - Ph1 - 4.4 Autobiography Bva 530Chessenceautomatique25 Cv1 967 000Dh,1967000,Plus de 1.5M,,,ESSENCE,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-4.4-autobiography-bva-530ch.htm,kifal.ma
2241,LAND-ROVER,Range Rover V - Ph1 - 3.0 Td6 Awd Autobiography Bva 350Chdieselautomatique12 Cv1 974 900Dh,1974900,Plus de 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-3.0-td6-awd-autobiography-bva-350ch.htm,kifal.ma
2242,LAND-ROVER,Range Rover V - Ph1 - 3.0 Phev Awd Autobiography Bva 510Chhybride Plug-Inautomatique17 Cv2 021 500Dh,2021500,Plus de 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-3.0-phev-awd-autobiography-bva-510ch.htm,kifal.ma
2243,LAND-ROVER,Range Rover V - Ph1 - 3.0 Phev Awd First Edition Bva 510Chhybride Plug-Inautomatique17 Cv2 082 100Dh,2082100,Plus de 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-3.0-phev-awd-first-edition-bva-510ch.htm,kifal.ma
2244,LAND-ROVER,Range Rover V - Ph1 - 3.0 Td6 Awd First Edition Bva 350Chdieselautomatique12 Cv2 176 800Dh,2176800,Plus de 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-3.0-td6-awd-first-edition-bva-350ch.htm,kifal.ma
2245,LAND-ROVER,Range Rover V - Ph1 - 3.0 First Edition Bva 350Chdieselautomatique12 Cv2 176 800Dh,2176800,Plus de 1.5M,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover/range-rover-v-ph1-3.0-first-edition-bva-350ch.htm,kifal.ma
2246,LAND-ROVER,Politique De Confidentialite,,Non spécifié,,,,,https://neuf.kifal.ma/privacy-policy,kifal.ma
2247,LAND-ROVER,"Angle Boulevard Chefchaouni Et Rte De Rabat, Business Center Yasmina, Casablanca 20000",,Non spécifié,2000,,,,https://g.page/KIFALAUTO/?share,kifal.ma
2248,LAND-ROVER,Contact@Kifal-Auto.Ma,,Non spécifié,,,,AUTOMATIQUE,"mailto:contact@kifal-auto.ma""",kifal.ma
2249,LAND-ROVER,Trouver Voiture Neuf,,Non spécifié,,,,,https://neuf.kifal.ma/search,kifal.ma
2250,LAND-ROVER,Trouver Voiture Occasion,,Non spécifié,,,,,https://occasion.kifal.ma/annonces,kifal.ma
2251,LAND-ROVER,Reprise,,Non spécifié,,,,,https://occasion.kifal.ma/annonces,kifal.ma
2252,LAND-ROVER,Financement,,Non spécifié,,,,,https://occasion.kifal.ma/credit-auto,kifal.ma
2253,LAND-ROVER,Bmw,,Non spécifié,,,,,https://neuf.kifal.ma/BMW,kifal.ma
2254,LAND-ROVER,Audi,,Non spécifié,,,,,https://neuf.kifal.ma/AUDI,kifal.ma
2255,LAND-ROVER,Porsche,,Non spécifié,,,,,https://neuf.kifal.ma/PORSCHE,kifal.ma
2256,LAND-ROVER,Jeep,,Non spécifié,,,,,https://neuf.kifal.ma/JEEP,kifal.ma
2257,LAND-ROVER,Mini,,Non spécifié,,,,,https://neuf.kifal.ma/MINI,kifal.ma
2258,LAND-ROVER,Volvo,,Non spécifié,,,,,https://neuf.kifal.ma/VOLVO,kifal.ma
2259,LAND-ROVER,Lexus,,Non spécifié,,,,,https://neuf.kifal.ma/LEXUS,kifal.ma
2260,LAND-ROVER,Maserati,,Non spécifié,,,,,https://neuf.kifal.ma/MASERATI,kifal.ma
2261,LAND-ROVER,Cupra,,Non spécifié,,,,,https://neuf.kifal.ma/CUPRA,kifal.ma
2262,LAND-ROVER,Ds,,Non spécifié,,,,,https://neuf.kifal.ma/DS,kifal.ma
2263,LAND-ROVER,Kia,,Non spécifié,,,,,https://neuf.kifal.ma/KIA,kifal.ma
2264,LAND-ROVER,Hyundai,,Non spécifié,,,,,https://neuf.kifal.ma/HYUNDAI,kifal.ma
2265,LAND-ROVER,Volkswagen,,Non spécifié,,,,,https://neuf.kifal.ma/VOLKSWAGEN,kifal.ma
2266,LAND-ROVER,Toyota,,Non spécifié,,,,,https://neuf.kifal.ma/TOYOTA,kifal.ma
2267,LAND-ROVER,Dacia,,Non spécifié,,,,,https://neuf.kifal.ma/DACIA,kifal.ma
2268,LAND-ROVER,Ford,,Non spécifié,,,,,https://neuf.kifal.ma/FORD,kifal.ma
2269,LAND-ROVER,Peugeot,,Non spécifié,,,,,https://neuf.kifal.ma/PEUGEOT,kifal.ma
2270,LAND-ROVER,Citroen,,Non spécifié,,,,,https://neuf.kifal.ma/CITROEN,kifal.ma
2271,LAND-ROVER,Skoda,,Non spécifié,,,,,https://neuf.kifal.ma/SKODA,kifal.ma
2272,LAND-ROVER,Fiat,,Non spécifié,,,,,https://neuf.kifal.ma/FIAT,kifal.ma
2273,LAND-ROVER,C-Hr,,Non spécifié,,,,,https://neuf.kifal.ma/search?modele=C-HR,kifal.ma
2274,LAND-ROVER,Docker,,Non spécifié,,,,,https://neuf.kifal.ma/search?modele=Dokker,kifal.ma
2275,LAND-ROVER,2008,,Non spécifié,2008,,,,https://neuf.kifal.ma/search?modele=2008,kifal.ma
2276,LAND-ROVER,Duster,,Non spécifié,,,,,https://neuf.kifal.ma/search?modele=DUSTER,kifal.ma
2277,LAND-ROVER,Giulia,,Non spécifié,,,,,https://neuf.kifal.ma/search?modele=Giulia,kifal.ma
2278,LAND-ROVER,Range Rover Sport Promo Jusqu'A,1783500,Plus de 1.5M,,,ESSENCE,AUTOMATIQUE,https://neuf.kifal.ma/LAND-ROVER/Range%20Rover%20Sport,kifal.ma
2279,LEXUS,07 01 07 07 27,,Non spécifié,,,,,tel:+212 7 01 07 07 27,kifal.ma
2280,LEXUS,&Nbspachetez Une Voiture D'Occasion,,Non spécifié,,,,,https://occasion.kifal.ma/annonces,kifal.ma
2281,LEXUS,Vendez Votre Voiture,,Non spécifié,,,,,https://occasion.kifal.ma/vendre,kifal.ma
2282,LEXUS,العربية,,Non spécifié,,,,,https://neuf.kifal.ma/locale/ar,kifal.ma
2283,LEXUS,Accueil,,Non spécifié,,,,,https://neuf.kifal.ma,kifal.ma
2284,LEXUS,Recherche,,Non spécifié,,,,,https://neuf.kifal.ma/search,kifal.ma
2285,LEXUS,0Comparer,,Non spécifié,,,,,javascript:;,kifal.ma
2286,LEXUS,Achetez Une Voiture D'Occasion,,Non spécifié,,,,,https://occasion.kifal.ma/annonces,kifal.ma
2287,LEXUS,"Angle Boulevard Chefchaouni Et Rte De Rabat, Business Center Yasmina, Casablanca 20000 ...",,Non spécifié,2000,,,,https://g.page/KIFALAUTO/?share,kifal.ma
2288,LEXUS,Lundi -Samedi De 09:00 A 19:00,,Non spécifié,,,,,javascript:;,kifal.ma
2289,LEXUS,Plus De Filtre,,Non spécifié,,,,,https://neuf.kifal.ma#collapseAdvanceSearch,kifal.ma
2290,LEXUS,Ux,,Non spécifié,,,,,https://neuf.kifal.ma/LEXUS/UX,kifal.ma
2291,LEXUS,Ux I - Ph2 - 250H Luxury Bva 184Chhybrideautomatique11 Cv423 000Dh,423000,300k - 500k,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LEXUS/UX/ux-i-ph2-250h-luxury-bva-184ch.htm,kifal.ma
2292,LEXUS,Ux I - Ph2 - 250H Executive Bva 184Chhybrideautomatique11 Cv505 000Dh,505000,500k - 800k,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LEXUS/UX/ux-i-ph2-250h-executive-bva-184ch.htm,kifal.ma
2293,LEXUS,Ux I - Ph2 - 250H F-Sport X Bva 184Chhybrideautomatique11 Cv545 000Dh,545000,500k - 800k,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LEXUS/UX/ux-i-ph2-250h-f-sport-x-bva-184ch.htm,kifal.ma
2294,LEXUS,Nxpromo Jusqu'A 6 %,,Non spécifié,,,,,https://neuf.kifal.ma/LEXUS/NX,kifal.ma
2295,LEXUS,Nx Ii - Ph2 - 350H Business Bva 244Chhybrideautomatique14 Cv569 000Dh565 000Dh,569000,500k - 800k,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/LEXUS/NX/nx-ii-ph2-350h-business-bva-244ch.htm,kifal.ma
